Istasyon,Tarih,PM10,CO,NO2,NOX,NO
Besirli,10/13/2019,31.74834375,406.54605,41.479012083333,55.173316679167,13.694305416667
Besirli,10/14/2019,37.633423913043,418.17010833333,44.513930833333,58.9452604,14.431330125
Besirli,10/15/2019,46.28701826087,450.79395,41.92062625,58.352802766667,16.432177008333
Besirli,10/16/2019,50.109650833333,407.651125,43.240559166667,60.82785485,17.587296208333
Besirli,10/17/2019,56.880759166667,380.18882916667,37.550126666667,47.871311875,10.321185083333
Besirli,10/18/2019,56.85994875,364.8233875,44.200477083333,60.435601891667,16.235123458333
Besirli,10/19/2019,52.652524166667,395.50459583333,45.600450208333,60.8835360875,15.283085466667
Besirli,10/20/2019,52.480467916667,346.06592916667,32.633241666667,39.406659420833,6.7734180541667
Besirli,10/21/2019,39.259505416667,389.399075,41.486448083333,54.7267615375,13.240313975
Besirli,10/22/2019,37.926534583333,384.16156521739,47.384129130435,67.669870717391,20.285740652174
Besirli,10/23/2019,49.301582608696,425.31022083333,41.272927083333,58.2570005,16.984075333333
Besirli,10/24/2019,46.992680833333,387.91486666667,35.145102916667,45.050545058333,9.9054426666667
Besirli,10/25/2019,47.287858333333,386.77975833333,36.821044166667,54.695980508333,17.874936708333
Besirli,10/26/2019,44.594935217391,399.63690833333,43.765505416667,60.3009135875,16.535407541667
Besirli,10/27/2019,41.831371666667,407.35055833333,32.011717083333,40.827813366667,8.8160965
Besirli,10/28/2019,42.097843181818,407.37080416667,32.675722958333,44.4613263875,11.785602416667
Besirli,10/29/2019,44.118656818182,437.25625416667,34.743724583333,46.552245445833,11.808520833333
Besirli,10/30/2019,42.453079565217,399.73654166667,35.652916666667,51.395196525,15.742280791667
Besirli,10/31/2019,48.756882083333,411.8337625,39.08352625,60.717014966667,21.63348675
Besirli,11/1/2019,,379.91763333333,40.756937916667,61.336906025,20.57996825
Besirli,11/2/2019,,399.3817,39.064545833333,55.676306629167,16.611761333333
Besirli,11/3/2019,,529.2921,46.156312083333,62.298473158333,16.142161
Besirli,11/4/2019,,583.31506956522,54.505312916667,77.746731854167,23.241418375
Besirli,11/5/2019,,568.19082083333,57.280115,82.39299225,25.112879833333
Besirli,11/6/2019,,472.08010833333,48.58606375,70.173486533333,21.587420833333
Besirli,11/7/2019,54.040660416667,429.431025,54.341665,81.0248517,26.683186791667
Besirli,11/8/2019,54.519365217391,420.344675,55.434596666667,77.521190608333,22.086593708333
Besirli,11/9/2019,53.42325,459.87907083333,49.750870833333,70.549124758333,20.798255166667
